clublink,clubdata,phonenumber,mailaddress,webpage
Segel-Club Argo e. V.,"Segel-Club Argo e. V.

     Argoallee 17 

     12527 Berlin",47611146,stellvertreter(at)sc-argo(dot)de,null
Shaolin Kung Fu Institut e. V.,"Shaolin Kung Fu Institut e. V.

     Stromstraße 11 - 17 

     10551 Berlin",0160 93379065,info(at)shaolin-kungfu-institut-ev(dot)de,www.shaolin-kungfu-institut-ev.de
Activphysio e. V.,"Activphysio e. V.

      

      Berlin",null,null,null
Nord-Berliner Schützen-Gemeinschaft 1975 e. V.,"Nord-Berliner Schützen-Gemeinschaft 1975 e. V.

     Kurze Straße 2 a 

     16552 Schildow",3305620071,Goy.Wolf-Dieter(at)t-online(dot)de,www.nbsg.de
Wassersport-Club Grün-Silber-Orange Berlin 1952 e. V.,"Wassersport-Club Grün-Silber-Orange Berlin 1952 e. V.

     Dyrotzer Straße 49 a 

     13583 Berlin",3342988,geschaeftsstelle.wgso-hirt(at)web(dot)de,null
Anglerclub Charlottenburg 1887 e. V.,"Anglerclub Charlottenburg 1887 e. V.

     Havelchaussee 133 

     14055 Berlin",305 93 33,null,null
Sportfreunde Kladow e.V.,"Sportfreunde Kladow e.V.

     Gößweinsteiner Gang 53 

     14089 Berlin",365 77 80,sf-kladow(at)arcor(dot)de,www.sf-kladow.de
Sportclub Berlin-Köpenick e. V.,"Sportclub Berlin-Köpenick e. V.

     Nixenstraße 2 

     12459 Berlin",56702214,info(at)scbk(dot)de,www.scbk.de
FSV Weißensee e. V.,"FSV Weißensee e. V.

     Elisabeth-Schiemann-Straße 17 

     13057 Berlin",17610539971,harnisch(at)diekappe(dot)de,null
1. Privilegliertes Friedrichsfelder Schützen-Corps 1997 e. V.,"1. Privilegliertes Friedrichsfelder Schützen-Corps 1997 e. V.

     Zehntwerderweg 27 b 

     13469 Berlin",4026782,null,null
Behindertensport-Verein Tempelhof-Schöneberg e. V.,"Behindertensport-Verein Tempelhof-Schöneberg e. V.

     Mühlenstraße 60 

     12249 Berlin",56737511,vorstand(at)bsts-berlin(dot)de,www.bsts-berlin.de
Allegria Reha Aktiv e. V.,"Allegria Reha Aktiv e. V.

      

      Berlin",null,null,null
Charlottenburger Damen-Schwimmverein Nixe e. V.,"Charlottenburger Damen-Schwimmverein Nixe e. V.

     Mindener Straße 2 

     10589 Berlin",28863855,info(at)schwimmverein-nixe(dot)de,www.schwimmverein-nixe.de
Aktiv-Konzept Gesundheitssport e. V.,"Aktiv-Konzept Gesundheitssport e. V.

     Bismarckstraße 24 

     10625 Berlin",3420255,null,null
Volleyballfreunde Zappel e. V.,"Volleyballfreunde Zappel e. V.

     Altenhofer Straße 5 

     13055 Berlin",1725814163,null,null
Boxclub Reinickendorf 03 e. V.,"Boxclub Reinickendorf 03 e. V.

     Wilhelmsruher Damm 118 

     13439 Berlin",4154665,boxenguenther(at)bcreinickendorf(dot)de,www.bcreinickendorf.de
Fußballsportverein Blau-Weiß Mahlsdorf/Waldesruh e. V.,"Fußballsportverein Blau-Weiß Mahlsdorf/Waldesruh e. V.

     Waldesruher Straße 40 

     15366 Hoppegarten",56702744,blauweissmahlsdorf(at)t-online(dot)de,www.fsv-blau-weiss-mahlsdorf.de
Motorwassersportclub 1190 e. V.,"Motorwassersportclub 1190 e. V.

     Julius-Leber-Straße 1 A 

     38116 Braunschweig",0531 25755600,mwsc1190(at)mwsc1190(dot)de,www.mwsc1190.de
Schwimmverein Märkisches Viertel e. V.,"Schwimmverein Märkisches Viertel e. V.

     Platanenhof 19 

     16552 Schildow",33056406474,sv.mv(at)web(dot)de,www.svmaerkischesviertel.de
BSG SSG Wapo Süd 1974,"BSG SSG Wapo Süd 1974

     Ahornstr. 37 

     15827 Blankenfelde",1756653929,wapo-sued(at)versanet(dot)de,www.wapo-sued.de
Sportverein Kickers Hirschgarten e. V.,"Sportverein Kickers Hirschgarten e. V.

     Stillerzeile 33 

     12587 Berlin",6410506; 01764830568,michael.gassel(at)kickers-hirschgarten(dot)de,www.sporton.de/cms/kickers-hirschgarten
Triathlon Team Berlin e. V.,"Triathlon Team Berlin e. V.

     Harlingeroder Weg 1 

     10589 Berlin",35133207,sportwart(at)triathlonteamberlin(dot)de,www.triteamberlin.de
Fortuna Kreuzberg,"Fortuna Kreuzberg

     Bruno-Taut-Ring 16 a 

     12359 Berlin",6949909,andreas.pautz(at)gmx(dot)net,null
Berliner Sport und Freizeit e. V.,"Berliner Sport und Freizeit e. V.

     Rheinsberger Straße 74 

     10115 Berlin",9981181,null,www.berliner-sport-und-freizeit.de
Sport-Verein Buckow 1897 e. V.,"Sport-Verein Buckow 1897 e. V.

     Buckower Damm 260/262 

     12349 Berlin",6046563,sportwart-svb(at)kabelmail(dot)de,www.svbuckow.de / www.svbuckow-gymnastik-tanz.de
Schützenverein Berlin-Nordost 1998 e. V.,"Schützenverein Berlin-Nordost 1998 e. V.

     Gehsener Straße 35 

     12555 Berlin",9326928,p.luthardt(at)gmx(dot)de,null
SG der Baptistengemeinde Schöneberg,"SG der Baptistengemeinde Schöneberg

     Hindenburgdamm 81/82 Aufgang 12 

     12203 Berlin",54842984,null,www.bapts-berlin.de
Schachgemeinschaft Bund 2000 in der Bundesanstalt für Materialforschung und -prüfung,"Schachgemeinschaft Bund 2000 in der Bundesanstalt für Materialforschung und -prüfung

     Kaiser-Wilhelm-Straße 115 a 

     12247 Berlin",61296313,sgbund-Safai-Nia(at)web(dot)de,null
Schützenclub Diana e.V.,"Schützenclub Diana e.V.

     Friedhofstraße 2 

     15366 Hoppegarten",6451730,post(at)scdianaberlin(dot)de,www.scdianaberlin.de
Volleyball Club Pankow (VC Pankow) e. V.,"Volleyball Club Pankow (VC Pankow) e. V.

     Maximilianstraße 31 

     13187 Berlin",0151-20720747,kontakt(at)vc-pankow(dot)de,http://www.vc-pankow.de
Schachklub Tempelhof 1931 e.V.,"Schachklub Tempelhof 1931 e.V.

     Tirschenreuther Ring 73 

     12279 Berlin",030-7201-9150,vorstand(at)schachklub-tempelhof(dot)de,www.schachklub-tempelhof.de
Zehlendorfer Jagd- und Sportschützen e. V.,"Zehlendorfer Jagd- und Sportschützen e. V.

     Urselweg 20 

     14163 Berlin",1723910791,stolze(at)tiit(dot)de,null
Gesundheitssportverein Marzahn e. V.,"Gesundheitssportverein Marzahn e. V.

     Blumberger Damm 273 

     12687 Berlin",93498937,vorstand(at)gsv-marzahn(dot)de,www.gsv-marzahn.de
Männer-Turn-Verein Mariendorf 1889 e. V.,"Männer-Turn-Verein Mariendorf 1889 e. V.

     Talberger Straße 12 f 

     12359 Berlin",null,null,www.mtv-mariendorf.de
BSG SG Bayer Berlin,"BSG SG Bayer Berlin

     Betriebssport 

     13342 Berlin",46812660,sabine.schultze(at)bayer(dot)com,null
Tanzsportgemeinschaft Schwarz-Gelb e. V.,"Tanzsportgemeinschaft Schwarz-Gelb e. V.

     Neue Kantstraße 7 - 10 

     14057 Berlin",3214086,null,null
TC (Tennisclub) Blau Weiß Westend,"TC (Tennisclub) Blau Weiß Westend

     Greulichstraße 49 

     12277 Berlin",0170 180 92 07,rjacob(at)rahaja(dot)de,http://www.bw-westend-tennis.de/
Sportanglervereinigung Süd e. V.,"Sportanglervereinigung Süd e. V.

     Am großen Wannsee 45 

     14109 Berlin",1723011364,jochen.goehring.40(at)web(dot)de,null
Samuels Dance e. V.,"Samuels Dance e. V.

     Cabeler Straße 2 

     13088 Berlin",99270663,kontakt(at)samuels-world(dot)com,null
American International Yacht Club Berlin e. V.,"American International Yacht Club Berlin e. V.

     Am Sandwerder 17-19 

     14109 Berlin",803 41 86,theboard(at)aiycb(dot)de,www.aiycb.de
Irakischer Sportverein Berlin ISV e. V.,"Irakischer Sportverein Berlin ISV e. V.

     Persiusstraße 7 k 

     10245 Berlin",2912911,r.dittmann(at)fitline-dittmann(dot)de,null
Downhill Berlin e. V.,"Downhill Berlin e. V.

     Alt-Friedrichsfelde 67 

     10315 Berlin",15233982111,info(at)downhill-berlin(dot)de,www.downhill-berlin.de
BSG Bundesgesundheitsamt,"BSG Bundesgesundheitsamt

     Max-Dohrn-Straße 8-10 

     10589 Berlin",184123787,hildegard.zibell(at)bfr.bund(dot)de,null
Volleyball-in-Team e. V.,"Volleyball-in-Team e. V.

     Drachenfelsstraße 10 

     10318 Berlin",null,volleyball-in-team(at)t-online(dot)de,www.volleyball-in-team.de
Sportvereinigung Deutsche Jugendkraft Süd Berlin e.V.,"Sportvereinigung Deutsche Jugendkraft Süd Berlin e.V.

     Buhrowstr. 2 b 

     12167 Berlin",030-796 75 25,Geschaeftsstelle(at)djk-sued(dot)de,www.djk-sued.de
Sport Club Alemannia 06 Haselhorst e.V.,"Sport Club Alemannia 06 Haselhorst e.V.

     Faucherweg 5 

     13599 Berlin",1732877219,lemkedirk(at)versanet(dot)de,null
Ausdauerfreunde e. V.,null,null,null,null
Berliner Unterwasserrugby e. V.,"Berliner Unterwasserrugby e. V.

     Steinstraße 53 a 

     12307 Berlin",2133853,wieland_holger(at)yahoo(dot)de,null
HELIOS Betriebssport Berlin-Brandenburg e. V.,"HELIOS Betriebssport Berlin-Brandenburg e. V.

     Friedrichstraße 136 

     10117 Berlin",5213210,matthias.barowsky(at)helios-kliniken(dot)de,null
Fußballverein Blau-Weiss Spandau 1903 e. V.,"Fußballverein Blau-Weiss Spandau 1903 e. V.

     Spandauer Straße 35-37 

     14612 Falkensee",null,info(at)blau-weiss-spandau(dot)de,www.blau-weiss-spandau.de
Kyokushinkai Karate Köpenick e. V.,"Kyokushinkai Karate Köpenick e. V.

     Bredowstraße 66 

     15366 Hoppegarten OT Walde",1637550336,Peter.Bradler(at)t-online(dot)de,www.kkkev.de
Kurfürstlich-Brandenburgischer Yacht-Club 1975 e. V.,"Kurfürstlich-Brandenburgischer Yacht-Club 1975 e. V.

     Angerburger Allee 35 

     14055 Berlin",8216353,info(at)kbyc(dot)de,www.kbyc.de
BSG BKK VBU (Betriebskrankenkasse Verkehrsbau-Union),"BSG BKK VBU (Betriebskrankenkasse Verkehrsbau-Union)

     Lindenstr. 67 

     10963  Berlin",1732302290,larsjuenemann(at)comvena(dot)com,null
Karate- und Sportclub Horizonte e. V.,"Karate- und Sportclub Horizonte e. V.

     Fechnerstraße 12 

     10717 Berlin",86424939,null,null
Erzgebirgsverein Berlin 1910 e. V.,"Erzgebirgsverein Berlin 1910 e. V.

     Wittelsbacherstraße 24 

     12309 Berlin",70784260,Domschke.Berlin(at)t-online(dot)de,null
Selbstverteidigung für Frauen e. V.,"Selbstverteidigung für Frauen e. V.

     Emser Straße 13 

     12051 Berlin",7819432,buero(at)svf-berlin(dot)de,www.svf-berlin.de
Wasserwacht im DRK-Kreisverband Wedding/Prenzlauer Berg e. V.,"Wasserwacht im DRK-Kreisverband Wedding/Prenzlauer Berg e. V.

     Neue Hochstraße 21 

     13347 Berlin",null,null,null
Verein für Bewegungsspiele Hermsdorf e. V.,"Verein für Bewegungsspiele Hermsdorf e. V.

     Am Ried 1 

     13467 Berlin",030/28853538,mail(at)vfbhermsdorf(dot)de,www.vfbhermsdorf.de
Sportgemeinschaft Blau-Weiß Buch e. V.,"Sportgemeinschaft Blau-Weiß Buch e. V.

     Ernst-Busch-Straße 25 - 29 

     13125 Berlin",null,vorstand(at)blau-weiss-buch(dot)de,www.blau-weiss-buch.de
Schachclub ZitadelleSpandau 1977 e.V.,"Schachclub ZitadelleSpandau 1977 e.V.

     Brüsseler Str. 39 

     13353 Berlin",null,matthias.kribben(at)t-online(dot)de,http://www.zitaschach.de/
BSG Viessmann,"BSG Viessmann

     Am Klarpfuhl 23 a 

     12355 Berlin",66909280,eberhardthiele(at)gmx(dot)de,null
Sportgemeinschaft Nummer Eins e. V.,"Sportgemeinschaft Nummer Eins e. V.

     Lienhardweg 18 

     12557 Berlin",76763739,holgerleitert(at)gmx(dot)de,www.nummereins.org
Sportfreunde FEZ Berlin e. V.,"Sportfreunde FEZ Berlin e. V.

     Dregerhoffstraße 79 

     12557 Berlin",902275397,gudrun.heuser(at)senbjw.berlin(dot)de,null
Sportverein Sparta Lichtenberg 1911 Berlin e.V.,"Sportverein Sparta Lichtenberg 1911 Berlin e.V.

     Singerstraße 52 

     10243 Berlin",2964735,werner1945(at)aol(dot)com,null
Angelverein Kleiner Rohrwall e. V. Berlin,"Angelverein Kleiner Rohrwall e. V. Berlin

     Skandinavische Straße 6 

     10317 Berlin",5262265,null,null
Gesundheit und Vitalität e. V.,"Gesundheit und Vitalität e. V.

     Tubaweg 56 

     13127 Berlin",null,null,null
Sportgruppe im Bezirksamt Tempelhof -Schöneberg e. V.,"Sportgruppe im Bezirksamt Tempelhof -Schöneberg e. V.

     Elly-Heuss-Knapp-Straße 45 

     12355 Berlin",030 6014136,udo.raasch(at)gmx(dot)de,www.sg-bat.de
Ziegler Crew e. V.,"Ziegler Crew e. V.

     Hirzbacher Weg 6 a 

     12249 Berlin",1728769782,ziegler.marcus(at)gmx(dot)de,null
Prenzlfit,"Prenzlfit

      

      Berlin",null,null,null
Berliner Bowlingsport-Verein e. V.,"Berliner Bowlingsport-Verein e. V.

     Martin-Luther-Straße 8 

     10777 Berlin",211 80 04,info(at)bbv-global(dot)de,www.bbv-global.de
HC Pankow e. V.,"HC Pankow e. V.

     Ingwäonenweg 197 

     13125 Berlin",17656729973,hcpankow(at)gmx(dot)de,www.hc-pankow.de
kids in motion e. V.,"kids in motion e. V.

     Laehrstraße 22 

     14165 Berlin",80108888,tischer(at)kimo-berlin(dot)de,www.kimo-berlin.de
Leistungsgemeinschaft Reiten e. V.,"Leistungsgemeinschaft Reiten e. V.

     Birkenwerderstraße 22 a 

     13439 Berlin",null,lg-reiten(at)gmx(dot)de,www.lg-reiten.de
Flugsportclub Charlottenburg Berlin e. V. FCC Berlin,"Flugsportclub Charlottenburg Berlin e. V. FCC Berlin

     Damaschkestraße 22 

     10711 Berlin",3384130770,kontakt(at)fccberlin(dot)de,www.fcc-berlin.de
Friedrichshainer Fußballfreunde,"Friedrichshainer Fußballfreunde

     Rigaer Straße 103 

     10247 Berlin",null,null,null
Familiensportverein Strauchwiese,"Familiensportverein Strauchwiese

     Riesaer Straße 38 

     12627 Berlin",1799136540,info(at)fsv-strauchwiese(dot)de,www.fsv-strauchwiese.de
Fußball Club Berliner Moosmännlein e. V.,"Fußball Club Berliner Moosmännlein e. V.

     Buchenallee 15 e 

     16341 Panketal",9411788,UK.Family.Moos(at)t-online(dot)de,null
Kegelsportclub Schwarz-Weiß Berlin e.V.,"Kegelsportclub Schwarz-Weiß Berlin e.V.

     Semmelweisstraße 59 

     12524 Berlin",0172-3906481,patrick(at)schwarzweiss-berlin(dot)de,www.schwarzweiss-berlin.de
BSG des Auswärtigen Amtes,"BSG des Auswärtigen Amtes

     Werderscher Markt 1 

     10113 Berlin",18174676,ronald.ball(at)diplo(dot)de,null
Lauftreff Bärenbrücke Berlin e. V.,"Lauftreff Bärenbrücke Berlin e. V.

     Spenerstraße 12 

     10557 Berlin",491774220119,Gunnar.running(at)gmx(dot)de,www.lauftreff-baerenbruecke-berlin-ev.de
Spocht SV,"Spocht SV

     Londoner Straße 38 

     13349 Berlin",0172-871 43 81,s.granke(at)kabelmail(dot)de,null
BSG BVG Britz-Süd,"BSG BVG Britz-Süd

     Schwedter Straße 35 

     12305 Berlin",null,null,null
Bogen- und Schießsport Club Olympia e. V.,"Bogen- und Schießsport Club Olympia e. V.

     Türrschmidtstraße 7 - 8 

     10317 Berlin",55151412,info(at)bssc-olympia(dot)de,www.bssc-olympia.de
Sportverein DeTeWe e.V.,"Sportverein DeTeWe e.V.

     Zeughofstraße 1 

     10997 Berlin",1733675819,niederhafner2(at)arcor(dot)de,null
Berliner Eisstock-Club e. V.,"Berliner Eisstock-Club e. V.

     Päwesiner Weg 

     13591 Berlin",3316192,null,null
BSG TSB 63 e. V.,"BSG TSB 63 e. V.

      

      Berlin",null,null,null
Business'N'Golf e. V.,"Business'N'Golf e. V.

     Irmgardstraße 28 

     14169 Berlin",8181870,golf(at)huschke-partner(dot)de,www.business-n-golf.de
Tennis-Union Grün-Weiß e. V.,"Tennis-Union Grün-Weiß e. V.

     Klemkestraße 43 a 

     13409 Berlin",4953617,kontakt(at)tennis-union(dot)de,www.tennis-union-gruen-weiss-berlin.de
Iranischer Sportverein Berlin e. V.,"Iranischer Sportverein Berlin e. V.

     Rudolf-Pechel-Str. 10 

     12305 Berlin",15204345054,h_mofarahi(at)gmx(dot)de,null
Adler Schützenverein Berlin,"Adler Schützenverein Berlin

      

      Berlin",null,null,null
Behinderten Sportverein Köpenick,"Behinderten Sportverein Köpenick

     Salvador-Allende-Str. 63 

     12559 Berlin",3092104689,info(at)bsv-koepenick(dot)de,www.bsv-köpenick.de
Sportverein Capitaes de Areia e. V.,"Sportverein Capitaes de Areia e. V.

     Wilhelmshavener Straße 32 

     10551 Berlin",3957883,info(at)capitaes-de-areia(dot)com,www.capitaes-de-areia.com
Werkgemeinschaft Berlin-Brandenburg,"Werkgemeinschaft Berlin-Brandenburg

      

      Berlin",null,null,null
Freie Sportfischer Berlin e. V.,"Freie Sportfischer Berlin e. V.

     Am Yachthafen 3 b 

     16761 Hennigsdorf",3302227680,dieterb48(at)web(dot)de,null
Moabiter Mantelrobben,"Moabiter Mantelrobben

     Kremmener Straße 4 

     10435 Berlin",3921484,sirius61(at)freenet(dot)de,null
Badminton Club Berlin-Süd,"Badminton Club Berlin-Süd

     Hartmannstraße 22 

     12207 Berlin",40903274,null,null
Olympic Taekwondo Team Berlin e. V.,"Olympic Taekwondo Team Berlin e. V.

     Lipschitzallee 75 

     12353 Berlin",null,erkan.k(at)hotmail(dot)de,null
Berlin Martial Arts Group e.V.,"Berlin Martial Arts Group e.V.

     Kopfstr. 25 

     12053 Berlin",0178-659 08 56,selim_bugur(at)web(dot)de,null
Treptower Schwimmverein Berlin e. V.,"Treptower Schwimmverein Berlin e. V.

     Merler Weg 30 

     12681 Berlin",70246713,mail(at)treptowersv(dot)de,www.treptowersv.de
Hellersdorfer FC Schwarz Weiß e. V.,"Hellersdorfer FC Schwarz Weiß e. V.

     Alt-Friedrichsfelde 68 

     10315 Berlin",0176-63888754,info(at)hfc-schwarz-weiss(dot)de,www.hfc-schwarz-weiss.de
LH - Leidner-Höfe Lübars e. V.,"LH - Leidner-Höfe Lübars e. V.

     Alt-Lübars 29 

     13469 Berlin",40399096,reiterhof-leidner(at)t-online(dot)de,null
Kraft-Turn-Verein Sparta 1896 e. V.,"Kraft-Turn-Verein Sparta 1896 e. V.

     Hausstockweg 5 

     12107 Berlin",030 89 70 23 71,vorstand(at)ktv-sparta(dot)de,www.ktv-sparta.de
Athletik Club Heros Berlin,"Athletik Club Heros Berlin

     Karlsbader Straße 9 

     14193 Berlin",826 27 28,Athletik-Club-Heros-Berlin.eV(at)web(dot)de,www.ac-heros-berlin.de
Kunstturn- und Sportgymnastik Wilmersdorf e. V.,"Kunstturn- und Sportgymnastik Wilmersdorf e. V.

     Hildegardstraße 21 

     10715 Berlin",null,null,null
Tennisclub Medizin Berlin-Buch e.V.,"Tennisclub Medizin Berlin-Buch e.V.

     Straße 73 Nr. 31 

     13125 Berlin",4253201,tc_medizin_buch(at)gmx(dot)de,www.tc-buch.de
Berliner Floorball Klub e. V.,"Berliner Floorball Klub e. V.

     Slabystraße 6 

     12621 Berlin",32515849,info(at)berlinerFK(dot)de,www.berlinerFK.de
"PsychoMotorik-Verein Berlin-Brandenburg e. V. - Initiative für Entwicklungsförderung durch Bewegung,","PsychoMotorik-Verein Berlin-Brandenburg e. V. - Initiative für Entwicklungsförderung durch Bewegung,

     Wittstocker Str. 1 

     16837 Flecken Zechlin",33923140010,info(at)psychomotorikverein-berlin(dot)de,www.psychomotorikverein-berlin.de
Sportverein Marzahn 83 e.V.,"Sportverein Marzahn 83 e.V.

     Prignitzstraße 172 

     12683 Berlin",null,null,www.marzahn83.de
EISHOCKEYCLUB NEUE EISBÄREN BERLIN,EISHOCKEYCLUB NEUE EISBÄREN BERLIN,null,null,null
TuS Jump & Fun e. V.,"TuS Jump & Fun e. V.

     Schulzendorfer Straße 56 

     13467 Berlin",4047734,null,null
Menschen Gemeinschaft Berlin 05 e. V.,"Menschen Gemeinschaft Berlin 05 e. V.

     Kastanienallee 123 

     13158 Berlin",47003111,MGB05(at)t-online(dot)de,null
Sportgemeinschaft Empor Brandenburger Tor 1952 e.V.,"Sportgemeinschaft Empor Brandenburger Tor 1952 e.V.

     Samariterstraße 19/20 

     10247 Berlin",4262111,info(at)sg-ebt(dot)de,www.sg-ebt.de
BSG Berlin-Brandenburg e. V.,"BSG Berlin-Brandenburg e. V.

     Finkenweg 7 

     14641 Wustermark",3323490076,bsg.b-b(at)web(dot)de,null
Sport Verein Fischweid Berlin e. V.,"Sport Verein Fischweid Berlin e. V.

     Humboldtstraße 35 B 

     14193 Berlin",0176/95861146,null,www.fischweid.de
Equus Förderverein für die Pflege der klassischen und klassisch-barocken Reit- und Unterrichtskultur,"Equus Förderverein für die Pflege der klassischen und klassisch-barocken Reit- und Unterrichtskultur

     Bergstr. 16 

     14109 Berlin",033923 70430,kontakt(at)equus-foerderverein(dot)de,www.equus-foerderverein.de
Motorsportclub Victoria Lichterfelde e. V.,"Motorsportclub Victoria Lichterfelde e. V.

     Mariendorfer Damm 137 

     12107 Berlin",7061240,msc-victoria(at)t-online(dot)de,msc-victoria.de
Angler- und Sportverein 'Burgwallgraben',"Angler- und Sportverein 'Burgwallgraben'

     Neue Blumenstraße 21 

     10179 Berlin",89028777,null,null
Kenshinkai Berlin e. V.,"Kenshinkai Berlin e. V.

     Elsa-Brandström-Straße 1 

     13189 Berlin",null,info(at)kenshinkai-berlin(dot)de,www.kenshinkai-berlin.de
Fesselflugclub Berlin e. V.,"Fesselflugclub Berlin e. V.

     Eisenacher Straße 33 

     12629 Berlin",0176-496 39 991,vostand(at)mycvd(dot)de,null
Handball-Club Schöneberg 77,"Handball-Club Schöneberg 77

     Goldfinkweg 44 

     14195 Berlin",8256116,roger(at)hcs77(dot)de,www.hcs77.de
Capoeira Berlin e. V.,"Capoeira Berlin e. V.

     Taylorstraße 5b 

     14195 Berlin",030 81499752,athanasios.manolopoulos(at)googlemail(dot)com,http://www.berlin-capoeira.de/
Schülerruderverband 'Wannsee' e. V.,"Schülerruderverband 'Wannsee' e. V.

     Regattastraße 245 

     12527 Berlin",67891325,info(at)srv-berlin(dot)de,www.srvw.de
